url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,performed_via_github_app,pull_request,date
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/347,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/347/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/347/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/347/events,https://github.com/Thinkful-Ed/digital-marketing-programs/issues/347,761632462,MDU6SXNzdWU3NjE2MzI0NjI=,347,User-submitted feedback for dm-customer-insights,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 2071773639, 'node_id': 'MDU6TGFiZWwyMDcxNzczNjM5', 'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/labels/dm-customer-insights', 'name': 'dm-customer-insights', 'color': 'ededed', 'default': False, 'description': None}, {'id': 2071050598, 'node_id': 'MDU6TGFiZWwyMDcxMDUwNTk4', 'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/labels/typo', 'name': 'typo', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-12-10T21:30:24Z,2020-12-10T21:30:25Z,,NONE,,"
Shakira Carr (kiraalis09@yahoo.com) reported an issue.


Name: ""Customer insights project""

Live URL: https://courses.thinkful.com/dm-customer-insights-v1/checkpoint/6

Course code: dm-customer-insights

Content:


    i didnt mean to send this",,,2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/346,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/346/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/346/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/346/events,https://github.com/Thinkful-Ed/digital-marketing-programs/issues/346,761561239,MDU6SXNzdWU3NjE1NjEyMzk=,346,User-submitted feedback for dm-careers-job-searching,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 2573613005, 'node_id': 'MDU6TGFiZWwyNTczNjEzMDA1', 'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/labels/dm-careers-job-searching', 'name': 'dm-careers-job-searching', 'color': 'ededed', 'default': False, 'description': None}, {'id': 2053402469, 'node_id': 'MDU6TGFiZWwyMDUzNDAyNDY5', 'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/labels/explanation', 'name': 'explanation', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-12-10T19:50:35Z,2020-12-10T19:50:36Z,,NONE,,"
Michael Langworthy (emeffel@gmail.com) reported an issue.


Name: ""Cover letters""

Live URL: https://courses.thinkful.com/dm-careers-job-searching-v1/checkpoint/3

Course code: dm-careers-job-searching

Content:


    ""Start with a salutation that’s, if possible, personalizedStart with a salutation that’s, if possible, personalized""
Because of the comma, that's awkward. I suggest spelling it out ""Start with a salutation that is, if possible, personalized""",,,2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/345,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/345/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/345/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/345/events,https://github.com/Thinkful-Ed/digital-marketing-programs/pull/345,761460564,MDExOlB1bGxSZXF1ZXN0NTM2MTIzNjQy,345,Revert DIGITAL_MARKETING-301 uuid,"{'login': 'ripleyaffect', 'id': 1026406, 'node_id': 'MDQ6VXNlcjEwMjY0MDY=', 'avatar_url': 'https://avatars1.githubusercontent.com/u/1026406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ripleyaffect', 'html_url': 'https://github.com/ripleyaffect', 'followers_url': 'https://api.github.com/users/ripleyaffect/followers', 'following_url': 'https://api.github.com/users/ripleyaffect/following{/other_user}', 'gists_url': 'https://api.github.com/users/ripleyaffect/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ripleyaffect/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ripleyaffect/subscriptions', 'organizations_url': 'https://api.github.com/users/ripleyaffect/orgs', 'repos_url': 'https://api.github.com/users/ripleyaffect/repos', 'events_url': 'https://api.github.com/users/ripleyaffect/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ripleyaffect/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-10T17:48:53Z,2020-12-10T18:01:56Z,2020-12-10T17:53:40Z,CONTRIBUTOR,,,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/pulls/345', 'html_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/345', 'diff_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/345.diff', 'patch_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/345.patch'}",2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/344,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/344/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/344/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/344/events,https://github.com/Thinkful-Ed/digital-marketing-programs/pull/344,761457685,MDExOlB1bGxSZXF1ZXN0NTM2MTIxMDc1,344,change title of prep assessment module,"{'login': 'summerofgeorge', 'id': 25084690, 'node_id': 'MDQ6VXNlcjI1MDg0Njkw', 'avatar_url': 'https://avatars1.githubusercontent.com/u/25084690?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/summerofgeorge', 'html_url': 'https://github.com/summerofgeorge', 'followers_url': 'https://api.github.com/users/summerofgeorge/followers', 'following_url': 'https://api.github.com/users/summerofgeorge/following{/other_user}', 'gists_url': 'https://api.github.com/users/summerofgeorge/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/summerofgeorge/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/summerofgeorge/subscriptions', 'organizations_url': 'https://api.github.com/users/summerofgeorge/orgs', 'repos_url': 'https://api.github.com/users/summerofgeorge/repos', 'events_url': 'https://api.github.com/users/summerofgeorge/events{/privacy}', 'received_events_url': 'https://api.github.com/users/summerofgeorge/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-10T17:45:51Z,2020-12-10T17:46:19Z,2020-12-10T17:46:19Z,CONTRIBUTOR,,,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/pulls/344', 'html_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/344', 'diff_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/344.diff', 'patch_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/344.patch'}",2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/343,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/343/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/343/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/343/events,https://github.com/Thinkful-Ed/digital-marketing-programs/pull/343,761441197,MDExOlB1bGxSZXF1ZXN0NTM2MTA2NDYx,343,Add clarity.,"{'login': 'GinaMichelle', 'id': 40773877, 'node_id': 'MDQ6VXNlcjQwNzczODc3', 'avatar_url': 'https://avatars3.githubusercontent.com/u/40773877?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/GinaMichelle', 'html_url': 'https://github.com/GinaMichelle', 'followers_url': 'https://api.github.com/users/GinaMichelle/followers', 'following_url': 'https://api.github.com/users/GinaMichelle/following{/other_user}', 'gists_url': 'https://api.github.com/users/GinaMichelle/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/GinaMichelle/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/GinaMichelle/subscriptions', 'organizations_url': 'https://api.github.com/users/GinaMichelle/orgs', 'repos_url': 'https://api.github.com/users/GinaMichelle/repos', 'events_url': 'https://api.github.com/users/GinaMichelle/events{/privacy}', 'received_events_url': 'https://api.github.com/users/GinaMichelle/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-10T17:28:38Z,2020-12-10T17:34:23Z,2020-12-10T17:29:55Z,CONTRIBUTOR,,,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/pulls/343', 'html_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/343', 'diff_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/343.diff', 'patch_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/343.patch'}",2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/342,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/342/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/342/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/342/events,https://github.com/Thinkful-Ed/digital-marketing-programs/pull/342,761436843,MDExOlB1bGxSZXF1ZXN0NTM2MTAyNTU5,342,Fix typo.,"{'login': 'GinaMichelle', 'id': 40773877, 'node_id': 'MDQ6VXNlcjQwNzczODc3', 'avatar_url': 'https://avatars3.githubusercontent.com/u/40773877?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/GinaMichelle', 'html_url': 'https://github.com/GinaMichelle', 'followers_url': 'https://api.github.com/users/GinaMichelle/followers', 'following_url': 'https://api.github.com/users/GinaMichelle/following{/other_user}', 'gists_url': 'https://api.github.com/users/GinaMichelle/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/GinaMichelle/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/GinaMichelle/subscriptions', 'organizations_url': 'https://api.github.com/users/GinaMichelle/orgs', 'repos_url': 'https://api.github.com/users/GinaMichelle/repos', 'events_url': 'https://api.github.com/users/GinaMichelle/events{/privacy}', 'received_events_url': 'https://api.github.com/users/GinaMichelle/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-10T17:24:30Z,2020-12-10T17:27:12Z,2020-12-10T17:26:57Z,CONTRIBUTOR,,,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/pulls/342', 'html_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/342', 'diff_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/342.diff', 'patch_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/342.patch'}",2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/341,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/341/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/341/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/341/events,https://github.com/Thinkful-Ed/digital-marketing-programs/pull/341,761431566,MDExOlB1bGxSZXF1ZXN0NTM2MDk3OTE1,341,Fix capitalization.,"{'login': 'GinaMichelle', 'id': 40773877, 'node_id': 'MDQ6VXNlcjQwNzczODc3', 'avatar_url': 'https://avatars3.githubusercontent.com/u/40773877?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/GinaMichelle', 'html_url': 'https://github.com/GinaMichelle', 'followers_url': 'https://api.github.com/users/GinaMichelle/followers', 'following_url': 'https://api.github.com/users/GinaMichelle/following{/other_user}', 'gists_url': 'https://api.github.com/users/GinaMichelle/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/GinaMichelle/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/GinaMichelle/subscriptions', 'organizations_url': 'https://api.github.com/users/GinaMichelle/orgs', 'repos_url': 'https://api.github.com/users/GinaMichelle/repos', 'events_url': 'https://api.github.com/users/GinaMichelle/events{/privacy}', 'received_events_url': 'https://api.github.com/users/GinaMichelle/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-10T17:18:41Z,2020-12-10T17:23:17Z,2020-12-10T17:19:21Z,CONTRIBUTOR,,,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/pulls/341', 'html_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/341', 'diff_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/341.diff', 'patch_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/341.patch'}",2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/340,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/340/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/340/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/340/events,https://github.com/Thinkful-Ed/digital-marketing-programs/pull/340,761421488,MDExOlB1bGxSZXF1ZXN0NTM2MDg5MTQz,340,Fix typo.,"{'login': 'GinaMichelle', 'id': 40773877, 'node_id': 'MDQ6VXNlcjQwNzczODc3', 'avatar_url': 'https://avatars3.githubusercontent.com/u/40773877?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/GinaMichelle', 'html_url': 'https://github.com/GinaMichelle', 'followers_url': 'https://api.github.com/users/GinaMichelle/followers', 'following_url': 'https://api.github.com/users/GinaMichelle/following{/other_user}', 'gists_url': 'https://api.github.com/users/GinaMichelle/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/GinaMichelle/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/GinaMichelle/subscriptions', 'organizations_url': 'https://api.github.com/users/GinaMichelle/orgs', 'repos_url': 'https://api.github.com/users/GinaMichelle/repos', 'events_url': 'https://api.github.com/users/GinaMichelle/events{/privacy}', 'received_events_url': 'https://api.github.com/users/GinaMichelle/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-10T17:07:39Z,2020-12-10T17:10:47Z,2020-12-10T17:10:16Z,CONTRIBUTOR,,,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/pulls/340', 'html_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/340', 'diff_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/340.diff', 'patch_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/340.patch'}",2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/339,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/339/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/339/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/339/events,https://github.com/Thinkful-Ed/digital-marketing-programs/pull/339,761418157,MDExOlB1bGxSZXF1ZXN0NTM2MDg2MjI5,339,Add back DIGITAL_MARKETING-301-PREP,"{'login': 'ripleyaffect', 'id': 1026406, 'node_id': 'MDQ6VXNlcjEwMjY0MDY=', 'avatar_url': 'https://avatars1.githubusercontent.com/u/1026406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ripleyaffect', 'html_url': 'https://github.com/ripleyaffect', 'followers_url': 'https://api.github.com/users/ripleyaffect/followers', 'following_url': 'https://api.github.com/users/ripleyaffect/following{/other_user}', 'gists_url': 'https://api.github.com/users/ripleyaffect/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ripleyaffect/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ripleyaffect/subscriptions', 'organizations_url': 'https://api.github.com/users/ripleyaffect/orgs', 'repos_url': 'https://api.github.com/users/ripleyaffect/repos', 'events_url': 'https://api.github.com/users/ripleyaffect/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ripleyaffect/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-10T17:04:01Z,2020-12-10T17:05:05Z,2020-12-10T17:04:41Z,CONTRIBUTOR,,For https://chegg.atlassian.net/browse/TFOP-524,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/pulls/339', 'html_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/339', 'diff_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/339.diff', 'patch_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/339.patch'}",2020-12-10
https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/338,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/338/labels{/name},https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/338/comments,https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/issues/338/events,https://github.com/Thinkful-Ed/digital-marketing-programs/pull/338,761388227,MDExOlB1bGxSZXF1ZXN0NTM2MDYwODk4,338,301 careers interviewing,"{'login': 'summerofgeorge', 'id': 25084690, 'node_id': 'MDQ6VXNlcjI1MDg0Njkw', 'avatar_url': 'https://avatars1.githubusercontent.com/u/25084690?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/summerofgeorge', 'html_url': 'https://github.com/summerofgeorge', 'followers_url': 'https://api.github.com/users/summerofgeorge/followers', 'following_url': 'https://api.github.com/users/summerofgeorge/following{/other_user}', 'gists_url': 'https://api.github.com/users/summerofgeorge/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/summerofgeorge/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/summerofgeorge/subscriptions', 'organizations_url': 'https://api.github.com/users/summerofgeorge/orgs', 'repos_url': 'https://api.github.com/users/summerofgeorge/repos', 'events_url': 'https://api.github.com/users/summerofgeorge/events{/privacy}', 'received_events_url': 'https://api.github.com/users/summerofgeorge/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-10T16:26:51Z,2020-12-10T16:29:15Z,2020-12-10T16:28:10Z,CONTRIBUTOR,,,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/digital-marketing-programs/pulls/338', 'html_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/338', 'diff_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/338.diff', 'patch_url': 'https://github.com/Thinkful-Ed/digital-marketing-programs/pull/338.patch'}",2020-12-10
