url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,pull_request,body,performed_via_github_app,date
https://api.github.com/repos/Thinkful-Ed/product-management/issues/161,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/161/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/161/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/161/events,https://github.com/Thinkful-Ed/product-management/pull/161,759655077,MDExOlB1bGxSZXF1ZXN0NTM0NjIyNTI5,161,Update product-management-flex.yaml,"{'login': 'summerofgeorge', 'id': 25084690, 'node_id': 'MDQ6VXNlcjI1MDg0Njkw', 'avatar_url': 'https://avatars1.githubusercontent.com/u/25084690?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/summerofgeorge', 'html_url': 'https://github.com/summerofgeorge', 'followers_url': 'https://api.github.com/users/summerofgeorge/followers', 'following_url': 'https://api.github.com/users/summerofgeorge/following{/other_user}', 'gists_url': 'https://api.github.com/users/summerofgeorge/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/summerofgeorge/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/summerofgeorge/subscriptions', 'organizations_url': 'https://api.github.com/users/summerofgeorge/orgs', 'repos_url': 'https://api.github.com/users/summerofgeorge/repos', 'events_url': 'https://api.github.com/users/summerofgeorge/events{/privacy}', 'received_events_url': 'https://api.github.com/users/summerofgeorge/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-12-08T17:55:07Z,2020-12-08T17:55:42Z,2020-12-08T17:55:42Z,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/pulls/161', 'html_url': 'https://github.com/Thinkful-Ed/product-management/pull/161', 'diff_url': 'https://github.com/Thinkful-Ed/product-management/pull/161.diff', 'patch_url': 'https://github.com/Thinkful-Ed/product-management/pull/161.patch'}",,,2020-12-08
https://api.github.com/repos/Thinkful-Ed/product-management/issues/160,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/160/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/160/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/160/events,https://github.com/Thinkful-Ed/product-management/issues/160,757785521,MDU6SXNzdWU3NTc3ODU1MjE=,160,User-submitted feedback for PMBC-PRODUCT-DISCOVERY,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 2159322865, 'node_id': 'MDU6TGFiZWwyMTU5MzIyODY1', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/PMBC-PRODUCT-DISCOVERY', 'name': 'PMBC-PRODUCT-DISCOVERY', 'color': 'ededed', 'default': False, 'description': None}, {'id': 1620439907, 'node_id': 'MDU6TGFiZWwxNjIwNDM5OTA3', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/typo', 'name': 'typo', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-12-05T21:39:03Z,2020-12-05T21:39:04Z,,NONE,,,"
Felicia Mathews (thefantasticfeebers@gmail.com) reported an issue.


Name: ""Additional user research methods""

Live URL: https://courses.thinkful.com/pmbc-product-discovery-v1/checkpoint/7

Course code: PMBC-PRODUCT-DISCOVERY

Content:


    Heuristic Evaluation > #10 > second paragraph > ""That said, if it is...feedback from users.""  Is not a complete sentence and doesn't tell me what the optimal action to be taken is in reference to heuristic evaluations and user feedback.",,2020-12-05
https://api.github.com/repos/Thinkful-Ed/product-management/issues/159,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/159/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/159/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/159/events,https://github.com/Thinkful-Ed/product-management/issues/159,757650830,MDU6SXNzdWU3NTc2NTA4MzA=,159,User-submitted feedback for PMBC-PRODUCT-DISCOVERY,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 2159322865, 'node_id': 'MDU6TGFiZWwyMTU5MzIyODY1', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/PMBC-PRODUCT-DISCOVERY', 'name': 'PMBC-PRODUCT-DISCOVERY', 'color': 'ededed', 'default': False, 'description': None}, {'id': 1624484844, 'node_id': 'MDU6TGFiZWwxNjI0NDg0ODQ0', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/other', 'name': 'other', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-12-05T10:32:43Z,2020-12-05T10:32:44Z,,NONE,,,"
Felicia Mathews (thefantasticfeebers@gmail.com) reported an issue.


Name: ""Presenting data""

Live URL: https://courses.thinkful.com/pmbc-product-discovery-v1/checkpoint/6

Course code: PMBC-PRODUCT-DISCOVERY

Content:


    The math on these spreadsheets doesn't jibe from one sheet to the next.  I know that seems almost impossible, but I'm pretty sure it doesn't unless the SUM feature is no longer working.  The total users on the first sheet does not equal the total users on the region sheet.  It's all 1 to 2 off.",,2020-12-05
https://api.github.com/repos/Thinkful-Ed/product-management/issues/158,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/158/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/158/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/158/events,https://github.com/Thinkful-Ed/product-management/pull/158,753890579,MDExOlB1bGxSZXF1ZXN0NTI5ODgxNTk4,158,Adding videos,"{'login': 'catalinabaker', 'id': 59708834, 'node_id': 'MDQ6VXNlcjU5NzA4ODM0', 'avatar_url': 'https://avatars0.githubusercontent.com/u/59708834?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/catalinabaker', 'html_url': 'https://github.com/catalinabaker', 'followers_url': 'https://api.github.com/users/catalinabaker/followers', 'following_url': 'https://api.github.com/users/catalinabaker/following{/other_user}', 'gists_url': 'https://api.github.com/users/catalinabaker/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/catalinabaker/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/catalinabaker/subscriptions', 'organizations_url': 'https://api.github.com/users/catalinabaker/orgs', 'repos_url': 'https://api.github.com/users/catalinabaker/repos', 'events_url': 'https://api.github.com/users/catalinabaker/events{/privacy}', 'received_events_url': 'https://api.github.com/users/catalinabaker/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-11-30T23:59:13Z,2020-12-01T01:38:19Z,2020-11-30T23:59:45Z,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/pulls/158', 'html_url': 'https://github.com/Thinkful-Ed/product-management/pull/158', 'diff_url': 'https://github.com/Thinkful-Ed/product-management/pull/158.diff', 'patch_url': 'https://github.com/Thinkful-Ed/product-management/pull/158.patch'}",,,2020-11-30
https://api.github.com/repos/Thinkful-Ed/product-management/issues/157,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/157/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/157/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/157/events,https://github.com/Thinkful-Ed/product-management/issues/157,744845263,MDU6SXNzdWU3NDQ4NDUyNjM=,157,User-submitted feedback for PMBC-SQL-BI,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 2258967785, 'node_id': 'MDU6TGFiZWwyMjU4OTY3Nzg1', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/PMBC-SQL-BI', 'name': 'PMBC-SQL-BI', 'color': 'ededed', 'default': False, 'description': None}, {'id': 1631847388, 'node_id': 'MDU6TGFiZWwxNjMxODQ3Mzg4', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/explanation', 'name': 'explanation', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-11-17T15:35:17Z,2020-11-17T15:35:18Z,,NONE,,,"
Katelyn Nichols (the.katelyn.nichols@gmail.com) reported an issue.


Name: ""Joining data""

Live URL: https://courses.thinkful.com/pmbc-sql-bi-v1/checkpoint/6

Course code: PMBC-SQL-BI

Content:


    There is not a specific assignment to turn in here but there is still a blank space to turn in something- so I am just copying and pasting my assignment from previous checkpoint",,2020-11-17
https://api.github.com/repos/Thinkful-Ed/product-management/issues/156,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/156/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/156/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/156/events,https://github.com/Thinkful-Ed/product-management/issues/156,742812056,MDU6SXNzdWU3NDI4MTIwNTY=,156,User-submitted feedback for PMBC-PROD-MARKET-FIT,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 1783276337, 'node_id': 'MDU6TGFiZWwxNzgzMjc2MzM3', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/PMBC-PROD-MARKET-FIT', 'name': 'PMBC-PROD-MARKET-FIT', 'color': 'ededed', 'default': False, 'description': None}, {'id': 1620439907, 'node_id': 'MDU6TGFiZWwxNjIwNDM5OTA3', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/typo', 'name': 'typo', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-11-13T21:53:27Z,2020-11-13T21:53:28Z,,NONE,,,"
Dracaena Wolf (hello@dracaenawolf.com) reported an issue.


Name: ""Minimum viable products (MVPs)""

Live URL: https://courses.thinkful.com/pmbc-prod-market-fit-v1/checkpoint/3

Course code: PMBC-PROD-MARKET-FIT

Content:


    Section title: Minimimum lovable product (MLP) should be Minimum lovable product (MLP)",,2020-11-13
https://api.github.com/repos/Thinkful-Ed/product-management/issues/155,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/155/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/155/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/155/events,https://github.com/Thinkful-Ed/product-management/issues/155,742779850,MDU6SXNzdWU3NDI3Nzk4NTA=,155,User-submitted feedback for PMBC-PROD-MARKET-FIT,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 1783276337, 'node_id': 'MDU6TGFiZWwxNzgzMjc2MzM3', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/PMBC-PROD-MARKET-FIT', 'name': 'PMBC-PROD-MARKET-FIT', 'color': 'ededed', 'default': False, 'description': None}, {'id': 1624484844, 'node_id': 'MDU6TGFiZWwxNjI0NDg0ODQ0', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/other', 'name': 'other', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-11-13T20:46:44Z,2020-11-13T20:46:45Z,,NONE,,,"
Dracaena Wolf (hello@dracaenawolf.com) reported an issue.


Name: ""Lean customer development""

Live URL: https://courses.thinkful.com/pmbc-prod-market-fit-v1/checkpoint/2

Course code: PMBC-PROD-MARKET-FIT

Content:


    The lean startup infographic is small and grainy, making it difficult to read",,2020-11-13
https://api.github.com/repos/Thinkful-Ed/product-management/issues/154,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/154/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/154/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/154/events,https://github.com/Thinkful-Ed/product-management/pull/154,741198031,MDExOlB1bGxSZXF1ZXN0NTE5NTU1MDM3,154,UPDATE FILES,"{'login': 'summerofgeorge', 'id': 25084690, 'node_id': 'MDQ6VXNlcjI1MDg0Njkw', 'avatar_url': 'https://avatars1.githubusercontent.com/u/25084690?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/summerofgeorge', 'html_url': 'https://github.com/summerofgeorge', 'followers_url': 'https://api.github.com/users/summerofgeorge/followers', 'following_url': 'https://api.github.com/users/summerofgeorge/following{/other_user}', 'gists_url': 'https://api.github.com/users/summerofgeorge/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/summerofgeorge/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/summerofgeorge/subscriptions', 'organizations_url': 'https://api.github.com/users/summerofgeorge/orgs', 'repos_url': 'https://api.github.com/users/summerofgeorge/repos', 'events_url': 'https://api.github.com/users/summerofgeorge/events{/privacy}', 'received_events_url': 'https://api.github.com/users/summerofgeorge/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-11-12T01:34:52Z,2020-11-12T01:35:24Z,2020-11-12T01:35:23Z,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/pulls/154', 'html_url': 'https://github.com/Thinkful-Ed/product-management/pull/154', 'diff_url': 'https://github.com/Thinkful-Ed/product-management/pull/154.diff', 'patch_url': 'https://github.com/Thinkful-Ed/product-management/pull/154.patch'}",,,2020-11-12
https://api.github.com/repos/Thinkful-Ed/product-management/issues/153,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/153/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/153/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/153/events,https://github.com/Thinkful-Ed/product-management/issues/153,739495255,MDU6SXNzdWU3Mzk0OTUyNTU=,153,User-submitted feedback for PMBC-PROD-BREAK-DOWN,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 2034336057, 'node_id': 'MDU6TGFiZWwyMDM0MzM2MDU3', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/PMBC-PROD-BREAK-DOWN', 'name': 'PMBC-PROD-BREAK-DOWN', 'color': 'ededed', 'default': False, 'description': None}, {'id': 1624484844, 'node_id': 'MDU6TGFiZWwxNjI0NDg0ODQ0', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/other', 'name': 'other', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-11-10T01:32:53Z,2020-11-10T01:32:54Z,,NONE,,,"
Felicia Mathews (thefantasticfeebers@gmail.com) reported an issue.


Name: ""Quiz""

Live URL: https://courses.thinkful.com/pmbc-prod-break-down-v1/checkpoint/8

Course code: PMBC-PROD-BREAK-DOWN

Content:


    There is no image on question 21, but one is referenced.",,2020-11-10
https://api.github.com/repos/Thinkful-Ed/product-management/issues/152,https://api.github.com/repos/Thinkful-Ed/product-management,https://api.github.com/repos/Thinkful-Ed/product-management/issues/152/labels{/name},https://api.github.com/repos/Thinkful-Ed/product-management/issues/152/comments,https://api.github.com/repos/Thinkful-Ed/product-management/issues/152/events,https://github.com/Thinkful-Ed/product-management/issues/152,739360986,MDU6SXNzdWU3MzkzNjA5ODY=,152,User-submitted feedback for PMBC-PROD-BREAK-DOWN,"{'login': 'thinkful-code', 'id': 5131406, 'node_id': 'MDQ6VXNlcjUxMzE0MDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5131406?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/thinkful-code', 'html_url': 'https://github.com/thinkful-code', 'followers_url': 'https://api.github.com/users/thinkful-code/followers', 'following_url': 'https://api.github.com/users/thinkful-code/following{/other_user}', 'gists_url': 'https://api.github.com/users/thinkful-code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/thinkful-code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/thinkful-code/subscriptions', 'organizations_url': 'https://api.github.com/users/thinkful-code/orgs', 'repos_url': 'https://api.github.com/users/thinkful-code/repos', 'events_url': 'https://api.github.com/users/thinkful-code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/thinkful-code/received_events', 'type': 'User', 'site_admin': False}","[{'id': 2034336057, 'node_id': 'MDU6TGFiZWwyMDM0MzM2MDU3', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/PMBC-PROD-BREAK-DOWN', 'name': 'PMBC-PROD-BREAK-DOWN', 'color': 'ededed', 'default': False, 'description': None}, {'id': 1620439907, 'node_id': 'MDU6TGFiZWwxNjIwNDM5OTA3', 'url': 'https://api.github.com/repos/Thinkful-Ed/product-management/labels/typo', 'name': 'typo', 'color': 'ededed', 'default': False, 'description': None}]",open,False,,[],,0,2020-11-09T21:03:19Z,2020-11-09T21:03:19Z,,NONE,,,"
Felicia Mathews (thefantasticfeebers@gmail.com) reported an issue.


Name: ""Soft skills""

Live URL: https://courses.thinkful.com/pmbc-prod-break-down-v1/checkpoint/6

Course code: PMBC-PROD-BREAK-DOWN

Content:


    Under the ""Be a Bridge Builder"" section, in the last sentence it says, ""goes a lot way"" and it should say, ""goes a long way.""",,2020-11-09
